"STATE_NAME","YEAR","DEATHS","POPULATION","DEATH_RATE","TRANSPLANTS","TRANSPLANT_RATE","DONORS","DONOR_RATE","WAITLIST_LISTINGS","LISTING_RATE","WAITLIST_SIZE","WAITLIST_SIZE_RATE","LISTING_DEATH_RATIO","TRANSPLANT_DEATH_RATIO","TRANSPLANT_LISTING_RATIO"
"South Dakota","2018",186,882235,21.0828180700154,8,0.906787873979155,12,1.36018181096873,28,3.17375755892704,21,2.38031816919528,0.150537634408602,0.043010752688172,0.285714285714286
"South Dakota","2019",154,884659,17.4078373701053,12,1.35645486000821,22,2.48683391001505,34,3.84328877002325,34,3.84328877002325,0.220779220779221,0.0779220779220779,0.352941176470588
"South Dakota","2020",235,892717,26.3241318357329,14,1.568246151916,12,1.34421098735658,30,3.36052746839144,34,3.8085977975103,0.127659574468085,0.0595744680851064,0.466666666666667
"South Dakota","2021",330,892717,36.9658021523058,6,0.672105493678288,14,1.568246151916,28,3.13649230383201,38,4.25666812662916,0.0848484848484849,0.0181818181818182,0.214285714285714
"Tennessee","2018",1098,6770010,16.2185875648633,224,3.30871003144752,261,3.8552380277134,280,4.1358875393094,129,1.90546247346754,0.255009107468124,0.204007285974499,0.8
"Tennessee","2019",1118,6829174,16.370940321626,230,3.36790364398388,265,3.8804107202423,329,4.81756651682912,171,2.50396314400541,0.294275491949911,0.205724508050089,0.699088145896657
"Tennessee","2020",1329,6886834,19.2976917985826,252,3.65915600695472,285,4.13833119834165,355,5.15476342249574,213,3.09285805349744,0.26711813393529,0.18961625282167,0.709859154929578
"Tennessee","2021",1417,6886834,20.5754923089478,220,3.19450127591285,317,4.60298592938352,364,5.28544756560126,262,3.8043606104053,0.256880733944954,0.155257586450247,0.604395604395604
"Texas","2018",4154,28701845,14.4729371927136,738,2.57126327593226,669,2.33086061192233,1451,5.05542413736817,836,2.91270474075795,0.349301877708233,0.177660086663457,0.508614748449345
"Texas","2019",4359,28995881,15.0331697112428,819,2.82453911298643,776,2.67624218764038,1480,5.10417324446876,990,3.41427804866491,0.33952741454462,0.187887130075705,0.553378378378378
"Texas","2020",4930,29360759,16.7911190579235,824,2.80646695816004,717,2.44203496237955,1509,5.1395129124557,1099,3.74309124638093,0.306085192697769,0.167139959432049,0.546056991385023
"Texas","2021",5273,29360759,17.9593449883227,780,2.6566070720447,688,2.34326367380353,1496,5.09523612792163,1214,4.13477049418239,0.283709463303622,0.147923383273279,0.521390374331551
"Utah","2018",287,3161105,9.07910366786298,85,2.68893314205001,68,2.15114651364001,125,3.95431344419119,84,2.65729863449648,0.435540069686411,0.29616724738676,0.68
"Utah","2019",261,3205958,8.14109230376692,87,2.71369743458897,67,2.08985894387887,126,3.93018249147369,103,3.21276822715706,0.482758620689655,0.333333333333333,0.69047619047619
"Utah","2020",307,3249879,9.4465055468219,122,3.75398591762955,76,2.33854860442497,181,5.5694381236963,136,4.18477118686573,0.58957654723127,0.397394136807818,0.674033149171271
"Utah","2021",356,3249879,10.9542539891485,137,4.21554156323974,83,2.55394123904305,170,5.23096398358216,133,4.09246005774369,0.47752808988764,0.384831460674157,0.805882352941176
"Vermont","2018",60,626299,9.58008874355539,0,0,4,0.638672582903693,0,0,0,0,0,0,NA
"Vermont","2019",79,623989,12.6604795917877,0,0,10,1.60259235339085,0,0,0,0,0,0,NA
"Vermont","2020",90,623347,14.438186114636,0,0,8,1.28339432130098,0,0,0,0,0,0,NA
"Vermont","2021",108,623347,17.3258233375632,0,0,12,1.92509148195147,0,0,0,0,0,0,NA
"Virginia","2018",944,8517685,11.0828235606271,169,1.98410718405294,145,1.70234048335903,246,2.88810868211257,118,1.38535294507839,0.260593220338983,0.179025423728814,0.686991869918699
"Virginia","2019",1037,8535519,12.1492319330553,190,2.22599235031871,164,1.92138287080141,259,3.03437904596077,133,1.5581946452231,0.249758919961427,0.183220829315333,0.733590733590734
"Virginia","2020",1226,8590563,14.2714744074399,211,2.45618360519561,160,1.86250889493506,281,3.2710312467297,134,1.55985119950811,0.229200652528548,0.1721044045677,0.750889679715303
"Virginia","2021",1183,8590563,13.7709251419261,244,2.84032606477596,169,1.96727502027516,336,3.91126867936362,157,1.82758685315503,0.284023668639053,0.20625528317836,0.726190476190476
"Washington","2018",990,7535591,13.1376556928315,141,1.87112065928207,131,1.73841706642518,224,2.9725604799942,131,1.73841706642518,0.226262626262626,0.142424242424242,0.629464285714286
"Washington","2019",1089,7614893,14.3009232040424,147,1.93042765013244,154,2.02235277632923,210,2.75775378590349,138,1.81223820216515,0.192837465564738,0.134986225895317,0.7
"Washington","2020",1257,7693612,16.3382296897738,143,1.85868484139829,149,1.93667161796046,185,2.40459227733346,132,1.71570908436765,0.147175815433572,0.11376292760541,0.772972972972973
"Washington","2021",1405,7693612,18.2619035116406,148,1.92367382186676,161,2.09264517108479,216,2.80752395623798,146,1.89767822967938,0.15373665480427,0.105338078291815,0.685185185185185
"West Virginia","2018",350,1805832,19.3816479052315,0,0,50,2.7688068436045,0,0,0,0,0,0,NA
"West Virginia","2019",394,1792147,21.9848037019285,0,0,48,2.67835172003189,0,0,0,0,0,0,NA
"West Virginia","2020",389,1784787,21.7953178726649,0,0,80,4.48232758306734,0,0,0,0,0,0,NA
"West Virginia","2021",417,1784787,23.3641325267385,0,0,77,4.31424029870231,0,0,0,0,0,0,NA
"Wisconsin","2018",731,5813568,12.574033708731,164,2.82098704272488,145,2.4941653731409,301,5.17754329183042,175,3.0101995882735,0.411764705882353,0.224350205198358,0.54485049833887
"Wisconsin","2019",739,5822434,12.6922864217954,151,2.59341711730867,154,2.64494196069891,280,4.80898538308893,202,3.46933945494273,0.378890392422192,0.204330175913396,0.539285714285714
"Wisconsin","2020",873,5832655,14.9674547868852,182,3.12036285362326,179,3.06892830109101,330,5.65780077854768,228,3.90902599245112,0.378006872852234,0.208476517754868,0.551515151515152
"Wisconsin","2021",913,5832655,15.6532488206486,146,2.50314822323624,146,2.50314822323624,267,4.57767517537039,226,3.87473629076295,0.292442497261774,0.159912376779847,0.546816479400749
"Wyoming","2018",122,577737,21.1168749794457,0,0,5,0.865445695878921,0,0,0,0,0,0,NA
"Wyoming","2019",141,578759,24.3624721170643,0,0,8,1.38226792153556,0,0,0,0,0,0,NA
"Wyoming","2020",174,582328,29.8800675907736,0,0,5,0.858622631918781,0,0,0,0,0,0,NA
"Wyoming","2021",177,582328,30.3952411699249,0,0,7,1.20207168468629,0,0,0,0,0,0,NA
